original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
92.3,185,2,1,2,44,40,2,614,29
87.24,257,1,1,2,116,99,2,614,29
256.91,112,160,2,3,403,37,1,260,29
260.26,188,20,3,2,188,86,1,319,19
313.25,202,7,1,14,109,40,2,211,19
377.5,174,82,5,2,51,18,1,200,29
1084.8,133,71,4,3,56,18,2,110,29
436.52,100,127,3,2,188,37,1,319,29
339.53,118,86,2,3,236,37,1,175,5
292.14,228,1,1,2,815,56,2,79,29
110.98,269,0,1,1,483,99,2,454,19
79.1,247,3,2,2,792,40,2,120,16
668.37,228,38,3,2,815,86,1,79,29
87.82,220,3,1,2,212,56,2,491,29
126.84,249,3,1,4,869,40,2,24,29
52.59,177,11,1,1,178,44,2,176,26
427.14,195,58,3,2,320,25,2,548,19
999.16,199,52,6,2,79,18,1,43,19
46.12,228,29,2,2,562,99,2,614,19
426.49,213,14,3,2,872,86,2,535,5
104.81,154,104,1,1,78,44,1,110,19
1106.56,198,12,2,4,621,74,1,539,19
50.19,260,1,1,2,339,18,2,212,26
218.27,245,28,1,8,11,40,1,274,29
224.85,163,29,3,2,741,91,1,168,19
103.02,187,7,3,2,251,40,2,525,29
22.32,245,2,1,2,28,40,2,549,19
145.72,170,16,2,2,403,99,2,260,22
102.65,153,31,1,2,872,37,1,535,19
55.55,218,21,1,2,530,86,2,202,29
735.98,115,92,4,2,78,91,2,110,19
64.39,156,27,1,2,430,91,1,575,29
135.97,171,15,2,2,322,82,2,492,19
17.97,222,2,1,2,709,40,2,87,19
229.32,193,9,1,2,243,99,1,273,19
730.72,265,6,3,2,638,56,2,289,29
457.0,176,19,7,2,660,95,2,29,26
543.24,245,6,4,2,872,86,2,535,19
64.92,267,6,1,2,197,74,2,491,26
573.83,190,49,2,2,147,40,2,13,29
378.64,140,54,4,2,219,92,2,548,29
37.05,221,2,1,2,427,40,2,548,29
15.25,223,1,1,2,502,74,2,518,19
125.96,229,3,3,1,827,86,2,3,19
292.55,139,83,3,2,438,16,1,334,19
482.66,186,9,2,2,610,99,1,231,5
123.3,192,2,1,2,79,18,2,43,26
693.55,227,20,3,2,4,102,1,509,29
81.56,227,3,1,2,238,74,2,428,19
160.54,204,10,2,2,872,95,2,535,29
394.96,216,24,3,2,405,86,2,408,29
364.05,236,32,3,2,711,82,2,397,29
27.76,224,2,1,2,251,40,2,525,29
28.04,173,48,1,1,427,37,2,548,29
127.63,247,2,1,1,859,82,2,548,29
4302.21,176,13,3,1,364,18,1,51,29
114.1,213,50,1,2,776,56,2,359,5
418.06,226,10,1,2,668,86,1,396,19
200.88,179,9,8,3,550,81,2,569,19
93.49,83,149,1,2,264,86,2,492,29
58.55,185,22,1,1,761,86,2,393,19
195.68,150,53,1,4,243,98,1,273,29
559.32,178,20,7,2,51,82,1,200,29
1013.63,203,57,4,1,399,44,2,359,19
528.63,191,13,3,2,322,86,1,492,19
176.61,167,19,3,1,50,86,1,614,29
67.95,263,5,1,2,460,18,2,582,26
37.81,183,2,1,2,478,37,2,287,29
34.04,241,0,1,2,251,97,2,525,29
67.87,260,1,1,2,227,18,2,492,4
101.1,238,1,1,2,809,92,2,430,29
759.2,108,89,5,2,273,42,1,159,19
212.16,199,21,2,2,268,92,1,436,29
396.32,243,5,4,2,273,3,2,159,19
14.01,235,2,1,1,30,86,2,30,29
18.66,230,2,2,2,502,40,2,518,29
76.42,184,40,1,2,356,44,1,124,29
85.22,259,1,1,2,541,99,2,544,29
851.6,92,167,4,2,872,18,2,535,29
604.8,249,24,4,2,133,18,2,454,29
139.64,242,4,1,2,685,82,2,136,19
444.03,189,55,2,3,202,95,1,434,29
7.33,253,1,1,2,502,40,2,518,15
439.44,186,12,2,4,130,37,2,436,29
65.86,203,1,1,2,312,92,2,267,29
206.5,204,3,2,1,458,82,2,51,29
112.0,227,4,2,4,12,92,2,267,17
628.43,143,81,3,2,93,37,1,234,29
113.26,233,14,1,2,759,18,2,359,19
95.78,76,110,1,1,447,44,2,96,29
39.66,267,1,1,2,208,82,2,313,19
11.26,241,1,1,2,709,40,2,87,2
8.99,248,1,1,2,709,40,2,87,29
82.26,214,2,1,1,490,56,2,617,29
222.23,177,18,3,1,827,32,2,3,19
94.56,235,8,3,2,448,92,2,1,19
735.31,112,94,4,2,872,91,2,535,19
118.4,232,30,2,1,51,86,1,200,19
137.42,219,28,1,3,78,37,2,110,19
234.52,217,7,1,8,490,56,2,617,29
131.54,200,49,1,2,557,86,2,457,5
294.9,171,31,2,2,93,91,1,234,29
826.6,192,52,1,9,32,102,1,148,19
373.09,253,10,5,1,10,18,2,531,27
149.44,226,33,1,1,592,44,2,482,19
381.26,163,29,3,2,438,91,1,334,19
157.29,147,38,2,2,872,86,2,535,19
11.18,268,1,1,2,502,40,2,518,29
270.38,226,14,3,2,339,16,1,212,5
445.01,79,117,1,4,178,91,2,176,16
16.86,171,38,1,2,584,92,1,356,29
63.59,110,95,1,2,621,9,2,539,19
323.04,148,77,1,4,487,37,2,586,19
124.6,223,11,1,2,206,86,2,605,19
117.14,198,2,1,2,67,92,2,178,29
421.33,234,32,2,2,231,3,1,618,19
179.56,219,13,2,1,93,37,2,234,19
30.91,195,1,1,2,778,18,2,304,4
64.05,226,6,1,6,502,56,2,518,10
81.1,207,29,1,2,430,86,1,575,29
62.3,231,6,1,2,753,86,2,273,19
681.12,117,81,1,4,458,18,2,51,19
124.35,200,3,1,2,741,44,2,168,5
357.32,204,21,1,4,844,54,2,16,29
80.84,183,49,1,4,124,44,1,182,16
2260.22,254,11,11,2,464,99,2,548,29
71.73,271,1,1,2,276,42,2,325,29
362.64,84,109,2,3,182,91,2,353,29
193.5,239,5,1,2,534,56,2,132,5
290.57,78,194,3,2,557,86,1,457,19
205.24,207,1,1,3,753,99,2,273,29
49.34,183,1,1,2,339,37,2,212,29
161.13,204,13,2,2,320,13,2,548,29
626.34,58,131,3,2,138,82,1,51,29
123.78,212,9,3,2,792,56,1,120,29
387.05,183,44,2,4,544,92,2,132,29
33.72,251,1,1,2,792,40,2,120,29
25.77,92,179,1,2,578,32,2,10,22
74.34,210,14,1,3,504,28,2,454,29
660.24,187,39,3,2,613,86,2,463,19
67.04,244,1,1,3,470,86,2,104,19
165.99,231,10,1,2,51,86,2,200,29
1661.94,100,83,5,2,78,86,1,110,5
82.08,180,15,1,2,460,37,2,582,29
176.85,231,3,1,1,590,18,2,330,30
155.73,244,5,1,1,637,44,1,139,29
2936.34,94,132,3,6,402,86,2,268,19
425.4,218,6,1,4,462,44,2,543,19
35.71,214,1,1,2,527,56,2,136,19
261.2,223,4,3,2,741,92,2,168,26
336.72,215,37,4,2,486,95,2,294,4
498.25,145,66,3,2,188,37,1,319,29
496.2,219,8,3,1,356,86,2,124,29
681.02,118,100,1,4,820,54,1,113,29
57.89,249,24,1,2,427,92,1,548,29
528.65,161,51,3,3,872,86,1,535,29
95.45,197,7,1,2,340,39,2,73,19
268.52,345,236,2,2,876,37,1,535,29
294.18,204,10,3,2,711,56,2,397,29
129.22,177,19,1,2,777,44,1,580,29
9.63,160,28,1,2,502,40,2,518,29
1251.24,159,34,4,2,402,86,1,268,19
1197.68,261,5,2,2,171,37,2,126,5
530.1,171,40,4,2,244,56,2,294,29
81.08,178,46,1,2,44,102,2,614,29
42.41,271,1,1,2,690,86,2,167,19
1423.68,105,86,4,8,741,91,1,168,16
47.24,184,3,2,2,545,98,2,261,29
224.99,217,21,1,2,141,74,2,492,29
590.0,146,78,2,1,390,42,2,223,19
54.68,230,1,1,2,886,99,2,24,29
22.23,207,1,1,2,502,74,2,518,4
333.52,119,91,2,2,638,13,1,289,19
205.66,219,30,2,2,753,86,2,273,19
66.34,211,2,1,1,243,99,2,273,5
2328.32,172,64,8,4,673,56,1,257,19
36.66,247,13,1,1,854,44,2,357,16
323.55,214,30,3,2,578,70,2,10,19
38.34,250,21,1,1,469,44,2,536,26
770.03,219,33,1,2,62,98,2,268,5
119.0,52,148,1,6,143,18,2,421,5
1496.88,246,9,4,1,515,91,2,79,29
457.48,251,18,3,4,51,91,1,200,29
815.16,216,9,3,3,784,95,2,544,19
174.18,224,2,2,2,858,65,2,136,29
484.74,90,120,3,4,626,16,1,197,29
119.98,179,17,2,2,804,99,2,614,29
293.12,260,2,2,2,50,56,2,614,29
99.58,158,97,1,2,430,74,1,575,29
1893.38,247,8,4,2,515,91,2,79,29
340.0,247,1,1,2,657,44,2,590,29
444.6,245,21,1,2,98,18,2,498,30
167.37,58,155,1,2,872,18,1,535,29
87.29,230,7,1,2,457,92,2,498,19
334.84,10,195,2,1,124,86,1,182,29
78.23,214,1,1,2,629,18,2,451,4
251.52,2,214,2,2,876,37,1,535,29
104.71,158,37,1,2,745,86,2,561,5
43.13,239,9,1,1,463,44,2,228,26
708.1,80,126,3,3,322,91,1,492,29
306.6,64,138,2,2,146,91,2,596,19
453.02,204,23,3,2,328,18,2,123,29
161.92,192,5,1,2,759,99,2,359,29
517.92,214,9,6,2,773,86,2,415,29
53.33,186,13,1,1,51,37,2,200,29
283.8,181,8,1,6,152,86,1,614,19
79.62,262,1,1,2,478,37,2,287,29
37.61,210,14,1,2,412,56,2,336,29
95.24,144,90,2,2,50,86,1,614,19
228.74,224,10,1,4,399,97,2,359,19
140.13,203,1,1,1,815,37,2,79,19
113.44,257,5,1,2,749,91,2,397,29
442.64,129,143,5,4,260,86,2,461,19
1030.12,191,10,9,2,432,18,2,119,29
115.6,200,1,1,2,726,44,2,92,29
89.59,232,20,1,3,470,86,1,104,19
653.97,223,15,1,6,262,92,2,543,29
579.8,221,2,2,6,886,28,2,24,19
289.77,168,76,4,2,741,37,1,168,29
142.8,153,71,2,2,353,86,2,563,19
97.07,233,4,1,2,432,82,2,119,19
92.01,198,1,1,2,738,99,2,54,19
119.08,147,41,1,3,578,91,2,10,29
217.62,162,62,1,2,138,91,2,51,29
58.42,267,5,1,1,412,56,2,336,19
72.39,222,2,1,2,792,40,2,120,29
69.59,253,2,1,1,93,102,2,234,16
57.26,200,4,1,2,243,86,2,273,19
451.84,183,13,4,2,483,99,1,454,19
140.46,174,50,1,3,10,95,2,531,26
165.48,207,1,1,1,572,91,2,273,29
186.67,137,116,1,2,348,91,1,198,29
580.1,120,83,4,3,190,91,1,351,19
44.21,260,9,2,2,505,44,2,285,29
788.49,52,151,4,4,266,98,1,618,29
138.57,80,153,1,2,51,91,1,200,19
200.26,204,18,1,2,874,82,2,205,29
158.32,181,28,1,2,770,99,1,205,19
83.4,211,3,1,2,619,28,2,256,29
150.66,207,36,1,2,836,7,2,487,19
4899.95,240,27,5,2,89,44,2,153,5
23.19,200,4,1,2,709,56,2,87,29
131.31,142,47,1,2,93,44,1,234,29
1037.97,189,22,4,3,685,40,2,136,19
427.32,197,15,4,2,62,95,2,268,29
159.66,127,62,1,2,93,44,1,234,29
86.21,207,14,1,2,572,56,2,273,22
114.48,32,157,1,2,243,86,2,273,5
40.76,216,22,2,2,388,40,2,538,26
440.9,333,218,4,2,741,37,1,168,29
182.43,162,84,1,2,726,72,2,92,29
155.77,217,9,1,2,78,86,1,110,19
68.28,244,1,1,6,505,95,2,285,29
181.97,235,4,1,5,336,89,2,492,5
526.88,14,201,1,8,761,54,1,393,29
265.86,262,9,3,2,680,99,2,105,22
337.52,241,4,2,2,17,95,2,477,29
446.54,191,76,4,2,403,3,2,260,5
45.64,223,1,1,2,788,18,2,146,27
480.47,84,148,2,2,578,86,2,10,29
110.51,220,13,1,1,155,67,2,213,19
21.72,188,11,2,2,502,40,2,518,15
16.35,271,2,1,1,166,91,2,502,26
319.66,210,13,2,2,638,82,2,289,29
95.86,251,18,1,2,730,82,2,59,27
341.52,212,21,4,2,859,56,2,548,29
825.0,226,6,5,2,141,81,2,492,19
519.48,192,20,3,2,839,37,1,364,29
27.21,236,2,2,1,709,56,2,87,20
593.58,33,157,6,2,163,99,1,237,5
363.3,206,56,2,3,572,86,2,273,19
2247.1,85,143,5,4,701,3,1,343,19
217.85,193,65,2,2,879,91,1,579,29
56.64,187,68,1,1,706,37,2,531,27
33.21,257,1,1,2,28,87,2,549,19
159.46,145,94,1,2,889,37,2,51,29
89.93,217,3,1,2,592,56,2,482,19
625.76,152,52,3,2,227,91,2,492,29
189.78,224,23,1,3,860,95,2,77,4
535.69,24,188,3,2,427,86,1,548,29
9.49,195,5,1,2,502,40,1,518,29
101.62,185,1,1,1,784,97,2,544,29
21.71,235,11,1,2,164,40,1,274,19
327.09,236,24,2,1,749,44,1,397,19
57.01,254,4,1,2,125,28,2,24,19
67.66,210,8,2,1,51,86,1,200,29
106.58,184,10,1,1,753,99,2,273,29
519.6,146,84,3,3,403,16,1,260,29
455.04,178,12,4,2,869,25,1,24,19
14.98,258,1,1,2,603,18,2,298,30
152.1,252,6,1,2,803,42,2,614,5
613.8,253,2,2,2,767,81,2,137,29
1701.58,240,16,6,2,572,91,1,273,5
1060.93,128,61,4,2,475,3,2,504,29
169.26,73,152,3,2,276,86,1,325,19
712.55,109,84,4,2,79,91,2,43,29
97.74,248,2,2,2,708,91,2,570,19
169.16,177,83,2,2,770,37,2,205,29
90.67,184,13,1,1,764,39,2,51,29
150.59,156,80,1,2,671,86,1,341,29
322.26,220,32,3,2,458,44,2,51,22
424.05,245,10,3,2,819,39,2,327,29
561.44,66,148,5,2,872,74,2,535,19
1696.06,198,28,13,2,772,99,2,548,29
257.02,226,4,1,2,759,98,2,359,29
151.24,231,3,1,1,590,18,2,330,30
144.64,207,2,1,2,716,97,2,611,19
240.54,162,34,2,2,638,40,2,289,19
65.37,180,4,3,2,505,28,2,285,29
154.0,149,59,3,2,394,89,2,107,19
76.0,188,5,2,1,741,44,2,168,16
51.78,217,12,2,2,502,87,1,518,29
25.84,256,1,1,2,724,74,2,310,26
32.77,252,2,2,2,709,56,2,87,26
705.07,173,17,3,3,462,37,2,543,19
50.3,219,8,1,1,741,44,2,168,26
84.73,156,89,1,1,450,37,2,217,29
134.9,239,3,1,2,262,44,2,543,16
312.3,185,18,2,2,513,86,2,359,5
1180.0,153,50,2,8,610,32,2,231,22
556.14,175,89,10,2,709,99,2,87,19
225.54,180,63,2,1,21,102,2,60,29
73.25,222,13,1,2,50,86,1,614,19
152.29,240,19,1,2,781,92,2,42,29
49.95,240,4,1,2,690,86,2,167,19
553.12,55,135,5,2,741,74,1,168,29
607.62,150,65,2,3,696,91,1,44,29
109.07,257,2,1,2,884,56,2,2,29
155.5,184,12,2,4,723,18,2,559,30
301.86,169,16,1,2,621,92,2,539,29
1763.34,111,85,8,2,188,18,1,319,29
85.47,207,10,1,2,238,74,2,428,19
118.25,254,5,1,2,753,99,1,273,19
28.51,266,3,1,2,604,92,2,187,29
58.36,216,2,1,2,304,92,2,512,17
118.62,202,49,2,2,243,74,2,273,29
4118.04,12,190,12,2,194,86,2,492,5
238.45,259,2,1,2,859,99,2,548,29
926.64,130,82,4,4,50,3,2,614,19
946.83,211,4,3,1,462,99,2,543,29
237.8,221,3,2,2,527,95,2,136,19
22.67,231,1,1,2,709,97,2,87,29
324.94,169,41,3,2,856,89,1,500,19
18.54,240,1,1,2,372,40,2,195,29
53.48,233,8,1,2,339,16,2,212,5
540.15,233,29,4,2,544,86,2,132,19
120.69,189,10,1,2,572,44,2,273,26
203.28,197,19,2,3,487,18,1,586,29
218.47,221,4,2,2,634,82,2,72,29
131.09,210,42,1,2,851,95,1,463,29
270.56,261,10,2,2,756,37,2,52,29
827.32,240,19,2,4,148,91,2,72,16
253.2,204,3,2,2,301,67,2,556,29
58.41,196,19,1,1,741,86,1,168,5
107.75,218,2,1,2,671,86,2,341,29
95.37,271,2,1,2,4,86,2,509,29
180.94,247,12,2,1,513,37,2,359,5
146.5,210,12,1,2,438,44,2,334,16
38.64,238,0,1,2,340,39,2,73,19
1474.81,47,178,8,2,657,86,2,590,19
34.79,256,3,1,2,27,40,2,295,29
360.96,74,134,3,1,188,37,1,319,29
230.92,155,93,1,5,726,86,2,92,19
315.39,223,14,5,2,858,91,2,136,29
123.14,214,26,2,1,51,91,1,200,29
473.58,56,172,3,2,386,91,2,359,19
262.21,164,34,1,1,649,102,2,323,19
131.8,247,5,2,1,886,28,2,24,29
35.14,238,5,2,2,584,92,2,356,29
50.04,221,1,1,1,275,44,2,165,19
203.9,78,134,1,4,691,91,1,547,19
152.41,100,93,2,2,147,91,2,13,16
1427.92,247,6,2,4,328,92,2,123,22
91.82,259,2,2,2,398,40,2,549,29
116.0,192,2,2,2,398,40,2,549,29
228.6,206,12,4,2,437,18,1,570,29
108.85,268,4,1,2,495,3,2,441,29
261.19,218,1,1,3,136,18,2,519,29
298.14,76,196,3,2,557,86,1,457,19
131.15,200,3,2,1,872,44,2,535,29
954.86,208,35,10,2,155,3,2,213,29
407.92,181,4,2,2,292,16,2,268,29
38.89,242,3,1,2,312,92,2,267,19
185.83,205,4,1,2,513,54,2,359,29
174.97,149,80,1,2,872,86,2,535,5
9.53,194,1,1,2,502,40,2,518,26
36.24,232,7,1,2,158,56,2,178,29
233.32,83,106,2,2,480,91,1,334,29
150.29,216,5,1,2,860,37,2,77,29
711.14,254,5,4,1,621,92,2,539,19
158.84,177,12,1,2,457,95,2,498,19
62.51,107,103,1,2,886,18,2,24,27
455.48,121,76,3,2,889,32,2,51,29
291.46,169,45,2,2,322,56,1,492,5
336.09,192,27,4,2,403,86,1,260,19
258.45,229,3,3,2,524,87,2,348,29
247.65,201,2,1,4,328,18,2,123,29
88.37,106,86,1,2,487,91,2,586,29
172.28,229,25,1,8,572,56,1,273,19
53.43,236,2,1,2,81,39,2,485,29
162.03,213,2,1,2,858,91,2,136,29
506.56,155,60,2,4,556,86,2,420,29
140.63,182,87,1,2,56,91,1,110,29
248.65,163,44,5,2,870,41,2,178,29
202.25,176,91,2,2,230,91,1,168,19
495.69,182,34,7,1,426,37,2,391,19
643.72,201,9,1,4,311,18,2,51,26
333.49,192,21,4,2,879,86,1,579,29
172.0,191,9,1,1,300,91,2,51,29
235.66,261,4,1,3,138,94,2,51,19
121.9,258,1,2,2,562,99,2,614,29
704.19,180,8,1,6,447,44,1,96,19
271.74,165,27,3,2,741,91,2,168,19
101.6,241,5,2,2,528,86,2,549,5
31.0,243,1,1,1,834,86,2,395,29
202.32,61,142,2,2,188,91,1,319,16
72.82,191,2,1,2,328,37,2,123,29
286.22,193,31,1,4,243,86,2,273,19
134.5,226,4,2,2,310,27,2,106,29
181.72,203,9,2,2,637,86,1,139,19
305.46,10,195,3,2,10,86,1,531,29
133.49,232,2,1,2,102,97,2,25,19
238.36,192,3,2,2,264,56,2,492,29
109.5,194,66,1,2,839,44,1,364,29
201.78,181,29,1,2,132,92,1,6,29
181.02,182,1,1,1,475,66,2,504,22
533.74,210,7,2,2,882,74,1,31,29
154.37,176,48,3,2,546,44,2,345,16
172.34,233,15,2,1,741,91,1,168,5
271.41,166,44,1,2,127,44,1,379,29
320.27,220,3,2,2,320,3,2,548,19
97.19,268,4,1,2,50,86,2,614,19
587.54,232,34,2,2,178,86,1,176,29
858.78,338,288,4,1,243,37,1,273,29
416.8,169,27,2,4,13,86,2,516,29
48.76,252,2,1,1,78,44,2,110,29
498.04,209,8,2,8,527,56,2,136,19
86.46,22,179,3,1,438,86,1,334,19
150.0,213,2,1,4,11,90,2,274,29
734.12,199,27,3,4,741,91,1,168,5
236.25,226,6,2,2,706,86,2,531,29
239.7,206,3,3,2,809,92,2,430,19
260.93,114,119,2,3,350,86,2,427,19
66.52,185,3,1,2,327,74,2,189,29
177.94,192,5,1,4,592,69,2,482,29
646.75,202,29,3,2,78,86,2,110,29
397.17,255,6,5,2,437,63,2,570,29
63.84,254,9,1,6,510,81,2,48,29
84.92,201,2,1,2,286,44,2,176,5
362.06,172,28,3,2,82,82,2,408,29
50.78,206,9,2,2,623,40,1,478,19
116.29,217,27,2,1,758,86,1,517,19
294.22,230,39,3,2,281,37,1,276,29
881.59,26,185,6,2,854,91,2,357,19
718.12,123,77,4,2,93,91,1,234,29
338.65,264,5,5,2,107,40,2,549,29
174.57,249,2,1,2,478,18,2,287,28
341.21,133,53,5,1,320,92,2,548,29
226.48,239,25,2,1,872,18,2,535,29
121.78,271,2,1,2,688,82,2,14,19
266.21,233,2,1,2,875,86,2,79,19
76.16,237,2,1,1,741,91,2,168,29
53.78,122,138,1,2,216,44,1,174,19
807.73,197,12,2,3,671,86,1,341,5
353.97,184,79,3,6,71,56,1,274,29
53.63,249,7,1,2,329,40,2,538,16
227.51,93,106,3,2,487,40,1,586,19
127.81,101,114,1,2,761,54,1,393,19
235.09,177,20,3,2,51,86,1,200,29
73.3,225,27,1,2,482,92,2,527,29
234.77,250,5,3,2,490,92,2,617,29
122.04,181,73,2,4,173,74,2,191,29
21.87,189,7,1,2,164,40,1,274,29
296.37,216,22,2,4,774,56,2,614,29
105.05,152,91,1,2,411,98,2,229,29
704.34,176,25,2,2,531,56,1,314,29
85.42,110,74,2,1,286,86,1,176,19
81.36,251,1,1,3,307,99,2,11,29
145.94,207,21,1,2,753,95,1,273,29
118.82,205,18,2,2,375,71,2,92,5
2258.56,243,17,2,3,138,74,2,51,19
131.81,218,4,1,2,490,82,2,617,19
88.57,239,1,1,1,638,3,2,289,19
261.81,212,24,1,2,322,86,2,492,29
693.72,101,97,1,2,322,91,1,492,16
139.2,205,2,1,1,839,44,2,364,29
64.8,187,1,1,2,535,40,2,51,29
532.78,173,33,1,3,864,86,2,51,19
105.67,219,11,1,2,828,28,2,437,5
711.0,197,14,4,1,638,88,2,289,19
52.35,170,15,1,2,50,86,1,614,19
140.37,221,1,1,2,464,92,2,548,19
158.44,235,31,1,4,463,95,2,228,29
86.08,113,136,1,2,872,91,1,535,16
1141.28,219,35,6,2,487,40,1,586,29
310.66,205,64,1,3,127,91,1,379,19
320.41,354,242,5,3,562,86,1,614,19
94.79,201,9,1,2,473,99,2,349,29
103.86,183,2,2,1,44,56,2,614,19
90.94,241,5,1,2,753,99,2,273,19
112.83,150,60,1,2,534,56,2,132,29
76.68,224,11,1,2,359,91,2,19,29
486.73,93,94,2,3,872,18,2,535,4
311.13,207,4,2,1,610,66,2,231,29
171.74,189,58,2,2,431,95,1,334,29
250.5,242,3,2,2,32,18,2,148,5
210.45,143,87,3,1,51,16,1,200,29
96.08,241,3,1,2,243,92,2,273,29
591.92,192,46,3,2,679,37,1,138,19
360.52,83,177,2,2,93,82,1,234,29
119.81,209,1,1,2,874,49,2,205,29
199.0,202,3,1,2,483,99,2,454,29
122.62,215,10,1,2,243,86,2,273,19
310.61,124,123,5,2,52,91,1,531,29
107.58,244,1,1,2,728,82,2,76,19
906.12,95,144,3,2,243,37,2,273,5
46.01,210,1,1,2,338,40,2,274,29
413.33,211,8,3,2,741,40,1,168,29
119.86,289,349,2,2,266,98,1,618,5
326.04,63,152,2,4,621,85,1,539,29
237.3,247,21,1,4,427,86,2,548,5
242.11,240,15,3,2,114,18,2,407,30
610.54,89,149,2,2,761,37,2,393,29
168.26,269,3,1,2,645,18,2,540,4
86.65,210,1,1,2,358,88,2,208,29
32.36,220,1,1,1,583,44,2,445,19
1104.94,229,44,4,3,147,91,1,13,29
113.78,261,8,7,2,502,98,2,518,29
809.7,160,50,2,2,668,92,1,396,29
168.76,121,110,1,2,767,32,2,137,29
13.3,241,1,1,2,604,40,2,187,2
41.9,248,6,1,4,502,74,2,518,19
43.78,229,39,2,2,24,95,2,195,26
62.29,246,4,1,1,450,44,2,217,16
200.83,179,8,7,2,113,92,2,375,29
80.72,145,43,1,2,455,99,2,454,29
228.18,238,15,2,2,622,91,2,88,19
105.37,207,22,1,2,203,3,2,72,19
473.78,222,5,4,2,487,28,2,586,29
125.19,170,16,3,2,375,56,1,92,29
63.9,265,2,1,2,691,44,2,547,26
1519.44,196,9,3,16,360,71,2,611,29
55.01,211,5,1,2,412,56,2,336,19
86.07,237,3,1,2,427,99,2,548,5
98.11,271,1,1,2,455,91,2,454,29
121.9,230,5,1,2,427,95,1,548,29
445.92,164,42,2,2,310,86,2,106,27
125.12,249,5,1,2,182,44,2,353,26
280.89,203,41,3,2,854,86,1,357,29
412.36,186,23,3,3,268,82,1,436,29
63.82,184,6,1,2,872,86,2,535,29
198.28,225,4,1,2,267,32,2,242,5
41.4,197,1,1,1,469,18,2,536,19
514.02,106,132,4,6,437,40,2,570,29
111.12,227,1,1,6,565,56,2,108,29
78.81,180,92,1,2,859,86,2,548,19
466.65,204,13,3,2,753,99,2,273,29
102.21,177,7,2,1,872,86,2,535,19
118.68,240,3,2,2,858,74,2,136,19
129.0,206,3,1,2,250,99,2,544,19
305.16,236,17,3,2,223,82,1,158,29
150.14,222,13,1,2,657,98,2,590,29
211.34,127,143,3,2,262,37,2,543,29
282.11,224,49,1,3,839,44,2,364,29
34.03,182,7,1,2,427,92,2,548,29
1396.39,202,7,6,2,829,18,2,506,29
184.64,153,44,1,2,852,37,1,378,16
845.02,203,26,2,1,662,86,1,79,19
85.12,227,4,1,1,469,44,2,536,26
55.57,240,1,1,2,869,28,2,24,19
235.68,237,6,2,2,152,82,2,614,19
224.77,217,21,1,4,478,86,2,287,19
329.5,159,37,2,2,478,18,2,287,4
197.76,227,0,1,2,753,99,2,273,29
1288.62,212,42,6,2,169,37,1,51,19
77.22,72,196,1,2,741,91,1,168,19
1422.73,173,23,5,5,495,3,2,441,29
418.08,202,34,3,2,590,18,2,330,4
326.4,213,9,2,2,851,80,1,463,29
906.56,93,104,10,2,114,16,2,407,19
370.48,214,14,4,2,243,99,2,273,19
758.64,189,24,3,1,390,99,2,223,29
446.95,306,290,3,3,4,37,2,509,29
300.86,252,11,2,4,741,18,2,168,29
209.16,210,1,1,2,791,95,2,578,29
226.76,184,46,1,2,884,3,2,2,19
244.8,216,3,3,2,681,37,2,118,19
122.54,257,2,2,2,838,81,2,541,5
375.15,184,4,1,2,808,97,2,548,29
191.68,166,37,3,1,286,86,1,176,19
101.52,214,33,1,2,51,95,2,200,19
179.03,215,3,2,2,319,91,2,524,29
72.3,224,15,1,2,590,18,2,330,4
671.64,124,95,4,2,581,3,1,470,29
198.61,199,2,2,2,738,99,2,54,5
135.22,199,1,1,1,831,43,2,532,5
95.56,248,2,2,2,398,40,2,549,29
224.6,141,52,2,2,56,18,2,110,29
116.14,196,2,2,1,286,67,2,176,29
139.26,212,4,3,2,427,81,2,548,29
250.9,213,28,2,2,464,86,1,548,19
196.32,88,124,2,2,562,86,1,614,29
11.58,238,1,1,2,709,40,2,87,26
354.88,212,50,3,2,124,42,1,182,29
169.09,210,58,2,2,124,37,2,182,19
135.66,215,0,1,2,228,99,2,51,29
104.41,198,2,1,2,44,82,2,614,29
337.88,153,43,3,1,741,102,2,168,26
114.29,267,6,1,2,145,72,1,243,29
160.88,235,1,1,2,203,3,2,72,19
109.33,253,4,1,2,308,40,2,565,19
186.18,258,1,1,2,814,3,2,472,29
248.38,135,49,2,4,852,86,2,378,5
985.05,161,31,6,2,138,7,2,51,29
54.68,230,1,1,2,886,99,2,24,29
365.76,80,115,2,2,387,91,1,334,19
172.75,204,11,1,2,264,3,2,492,29
63.7,251,22,2,2,69,82,2,207,29
121.68,226,1,1,2,207,43,2,510,19
622.98,222,20,2,3,534,86,2,132,29
156.69,206,50,2,2,251,56,1,525,29
155.01,220,17,1,2,62,86,2,268,19
97.47,251,8,1,2,512,86,2,455,19
98.25,171,12,1,2,11,40,1,274,29
50.86,266,1,1,2,490,82,2,617,19
2458.33,29,201,7,2,523,44,1,308,19
891.94,202,26,4,3,447,91,2,96,29
138.15,182,12,1,3,487,92,2,586,19
87.0,267,3,1,2,116,99,2,614,19
556.23,65,202,5,2,51,37,1,200,29
448.56,189,39,5,2,375,95,1,92,19
